accident_index,accident_year,accident_reference,location_easting_osgr,location_northing_osgr,longitude,latitude,police_force,accident_severity,number_of_vehicles,number_of_casualties,date,day_of_week,time,local_authority_district,local_authority_ons_district,local_authority_highway,first_road_class,first_road_number,road_type,speed_limit,junction_detail,junction_control,second_road_class,second_road_number,pedestrian_crossing_human_control,pedestrian_crossing_physical_facilities,light_conditions,weather_conditions,road_surface_conditions,special_conditions_at_site,carriageway_hazards,urban_or_rural_area,did_police_officer_attend_scene_of_accident,trunk_road_flag,lsoa_of_accident_location
2022010353770,2022,010353770,535197,187104,-0.050796,51.566612,1,3,2,1,09/01/2022,1,14:15,-1,E09000012,E09000012,6,0,6,20,99,9,6,0,0,9,1,1,1,5,9,1,3,2,E01033702
2022010353772,2022,010353772,523199,178233,-0.226907,51.489634,1,2,1,1,09/01/2022,1,17:05,-1,E09000013,E09000013,6,0,6,20,0,-1,0,-1,0,0,4,1,2,0,0,1,1,2,E01001893
2022010353773,2022,010353773,535092,177387,-0.056032,51.479318,1,3,1,1,08/01/2022,7,20:00,-1,E09000028,E09000028,3,2,6,20,0,-1,0,-1,9,9,4,1,2,0,0,1,3,2,E01003988
2022010353782,2022,010353782,527919,179630,-0.158454,51.501142,1,3,2,1,09/01/2022,1,17:33,-1,E09000033,E09000033,6,0,2,20,7,4,6,0,0,8,4,1,1,0,0,1,1,2,E01004691
2022010353786,2022,010353786,537341,179886,-0.022695,51.501234,1,2,3,2,09/01/2022,1,13:25,-1,E09000030,E09000030,5,0,6,30,0,-1,0,-1,0,0,1,1,1,4,0,1,1,2,E01032782
2022010353788,2022,010353788,531621,184407,-0.103367,51.543221,1,3,2,1,09/01/2022,1,18:46,-1,E09000019,E09000019,3,1,6,20,3,2,5,0,0,5,4,1,1,0,0,1,1,2,E01002790
2022010353789,2022,010353789,534805,166846,-0.064171,51.384661,1,3,3,1,09/01/2022,1,18:26,-1,E09000008,E09000008,3,222,6,30,0,-1,0,-1,0,5,4,1,1,0,0,1,1,2,E01000992
2022010353791,2022,010353791,556386,192888,0.257253,51.613105,1,3,2,1,09/01/2022,1,17:20,-1,E09000016,E09000016,1,25,3,70,0,-1,0,-1,0,0,4,1,1,0,0,2,1,1,E01002277
2022010353798,2022,010353798,518811,171722,-0.292264,51.432055,1,3,1,1,09/01/2022,1,13:00,-1,E09000027,E09000027,4,352,9,20,99,9,6,0,0,0,1,1,1,0,0,2,3,2,E01003817
2022010353803,2022,010353803,535270,181999,-0.051704,51.52072,1,3,2,1,09/01/2022,1,17:55,-1,E09000030,E09000030,3,11,2,20,99,9,6,0,9,9,4,1,1,0,0,1,3,2,E01004290
2022010353807,2022,010353807,515773,170989,-0.336186,51.426095,1,3,2,1,09/01/2022,1,21:45,-1,E09000027,E09000027,3,313,6,30,7,2,4,360,0,0,4,1,1,0,0,1,1,2,E01003888
2022010353808,2022,010353808,543804,185927,0.072819,51.553909,1,2,1,1,09/01/2022,1,19:20,-1,E09000026,E09000026,3,123,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,2,E01003729
2022010353811,2022,010353811,535309,170396,-0.05558,51.416443,1,3,2,1,09/01/2022,1,19:45,-1,E09000006,E09000006,3,234,2,20,3,4,6,0,0,0,4,1,1,0,0,1,1,2,E01000806
2022010353812,2022,010353812,517823,178354,-0.304262,51.491866,1,2,2,1,09/01/2022,1,16:35,-1,E09000018,E09000018,4,455,6,30,0,-1,0,-1,0,0,4,1,1,0,0,1,1,2,E01002564
2022010353815,2022,010353815,538898,184329,0.001472,51.540778,1,3,1,1,09/01/2022,1,15:10,-1,E09000025,E09000025,3,11,3,20,7,2,3,112,0,4,1,1,1,0,0,1,1,2,E01003619
2022010353816,2022,010353816,537533,177375,-0.020908,51.478623,1,3,2,1,08/01/2022,7,17:06,-1,E09000023,E09000023,6,0,9,20,99,9,6,0,0,9,4,1,2,9,9,1,3,2,E01032579
2022010353818,2022,010353818,543572,167558,0.062018,51.388911,1,3,1,1,09/01/2022,1,19:09,-1,E09000006,E09000006,5,0,3,30,0,-1,0,-1,0,0,4,1,1,0,0,1,1,2,E01000663
2022010353821,2022,010353821,554535,192406,0.230329,51.609285,1,3,2,1,09/01/2022,1,19:21,-1,E09000016,E09000016,5,0,6,30,2,4,6,0,0,0,4,1,1,0,0,1,1,2,E01002281
2022010353827,2022,010353827,531662,184217,-0.102847,51.541504,1,3,2,1,09/01/2022,1,18:55,-1,E09000019,E09000019,3,1,6,20,3,4,6,0,2,1,4,1,1,0,0,1,1,2,E01002791
2022010353828,2022,010353828,542534,183395,0.053488,51.53148,1,2,1,1,09/01/2022,1,09:45,-1,E09000025,E09000025,6,0,2,30,3,4,6,0,0,0,4,1,1,0,0,1,1,2,E01003526
2022010353834,2022,010353834,528153,182418,-0.154072,51.526144,1,3,1,1,09/01/2022,1,22:45,-1,E09000033,E09000033,6,0,6,20,3,4,6,0,0,0,4,1,2,0,0,1,1,2,E01004727
2022010353835,2022,010353835,505567,184152,-0.478993,51.546399,1,3,1,1,10/01/2022,2,04:23,-1,E09000017,E09000017,6,0,6,30,9,4,6,0,0,0,6,1,1,0,0,1,1,2,E01002515
2022010353838,2022,010353838,530223,177827,-0.125944,51.484413,1,3,2,1,10/01/2022,2,07:10,-1,E09000022,E09000022,3,203,3,20,6,2,3,3036,0,0,4,1,1,0,0,1,1,2,E01033207
2022010353842,2022,010353842,513934,191365,-0.356045,51.609601,1,3,2,1,10/01/2022,2,08:05,-1,E09000015,E09000015,3,410,6,30,1,4,3,4008,0,0,1,1,1,0,0,1,1,2,E01002148
2022010353848,2022,010353848,534774,193885,-0.054292,51.627649,1,3,2,1,07/01/2022,6,19:00,-1,E09000010,E09000010,6,0,2,20,99,9,6,0,9,9,4,1,1,9,9,1,3,2,E01001485
2022010353851,2022,010353851,526955,174879,-0.174041,51.458662,1,3,2,1,10/01/2022,2,07:45,-1,E09000032,E09000032,3,3,6,30,3,2,4,234,0,9,1,1,1,0,0,1,3,2,E01004621
2022010353856,2022,010353856,529409,189157,-0.1335,51.586419,1,3,2,1,10/01/2022,2,08:15,-1,E09000014,E09000014,3,1201,6,20,3,4,5,0,9,1,1,1,1,0,9,1,3,2,E01002019
2022010353857,2022,010353857,546648,176154,0.109749,51.465364,1,3,1,1,10/01/2022,2,07:40,-1,E09000004,E09000004,3,209,6,30,0,-1,0,-1,0,1,4,1,2,0,0,1,1,2,E01000455
2022010353859,2022,010353859,558528,188538,0.286199,51.573425,1,2,2,1,10/01/2022,2,09:44,-1,E09000016,E09000016,3,127,3,70,1,2,1,25,0,0,1,1,1,0,0,2,1,2,E01002252
2022010353860,2022,010353860,528854,172403,-0.147623,51.435982,1,3,2,1,09/01/2022,1,16:00,-1,E09000032,E09000032,5,0,3,20,0,-1,0,-1,0,0,1,1,1,0,0,1,3,2,E01004486
2022010353872,2022,010353872,534698,165767,-0.066116,51.37499,1,3,2,1,10/01/2022,2,08:44,-1,E09000008,E09000008,3,232,6,30,3,4,6,0,0,0,1,1,2,0,0,1,1,2,E01000986
2022010353873,2022,010353873,544305,189876,0.08166,51.589265,1,3,1,1,10/01/2022,2,12:05,-1,E09000026,E09000026,3,123,3,30,0,-1,0,-1,0,0,1,1,1,0,0,1,1,2,E01003701
2022010353882,2022,010353882,538902,166677,-0.005399,51.382155,1,3,2,1,10/01/2022,2,12:35,-1,E09000006,E09000006,5,0,6,30,8,2,6,0,0,0,1,1,1,0,0,1,1,2,E01000832
2022010353883,2022,010353883,533475,197310,-0.071742,51.658735,1,3,2,1,10/01/2022,2,11:20,-1,E09000010,E09000010,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,2,E01001543
2022010353887,2022,010353887,540469,186888,0.025131,51.563384,1,3,2,1,09/01/2022,1,15:01,-1,E09000026,E09000026,3,114,6,30,0,-1,0,-1,9,9,1,1,1,9,9,2,3,2,E01003793
2022010353889,2022,010353889,527532,183267,-0.162712,51.533914,1,3,2,1,10/01/2022,2,07:45,-1,E09000033,E09000033,6,0,6,20,3,3,6,0,9,9,1,1,1,0,0,1,3,2,E01004727
2022010353898,2022,010353898,544135,184708,0.077091,51.542872,1,3,1,1,10/01/2022,2,13:05,-1,E09000002,E09000002,6,0,6,30,9,4,6,0,0,0,1,1,1,0,0,1,1,2,E01000012
2022010353903,2022,010353903,529885,192465,-0.125409,51.616036,1,3,4,1,10/01/2022,2,07:10,-1,E09000010,E09000010,4,1452,6,30,0,-1,0,-1,0,1,1,1,1,0,0,1,1,2,E01001535
2022010353904,2022,010353904,545362,168951,0.088296,51.400972,1,2,2,3,10/01/2022,2,12:05,-1,E09000006,E09000006,5,0,6,30,3,4,6,0,0,0,1,1,2,0,0,1,1,2,E01000698
2022010353907,2022,010353907,531322,194649,-0.103848,51.63533,1,3,2,1,08/01/2022,7,13:30,-1,E09000010,E09000010,6,0,6,20,9,9,6,0,0,0,1,2,2,0,0,1,3,2,E01001567
2022010353908,2022,010353908,526328,179323,-0.181473,51.49874,1,3,3,1,10/01/2022,2,14:15,-1,E09000020,E09000020,6,0,6,20,0,-1,0,-1,0,0,1,1,1,0,0,1,1,2,E01002891
2022010353912,2022,010353912,541320,183618,0.036088,51.533788,1,3,2,1,10/01/2022,2,15:50,-1,E09000025,E09000025,4,167,3,30,3,4,6,0,0,0,1,9,1,0,0,1,1,2,E01003491
2022010353916,2022,010353916,520197,177994,-0.270206,51.488132,1,3,2,1,09/01/2022,1,17:35,-1,E09000018,E09000018,3,4,2,40,99,9,5,0,9,9,4,1,9,0,0,1,3,2,E01002687
2022010353921,2022,010353921,529472,179960,-0.135972,51.503754,1,2,1,1,10/01/2022,2,15:57,-1,E09000033,E09000033,5,0,6,20,3,2,6,0,0,5,1,1,1,0,0,1,1,2,E01004736
2022010353922,2022,010353922,540048,188871,0.019851,51.581307,1,2,1,1,10/01/2022,2,15:39,-1,E09000026,E09000026,3,11,6,30,3,4,6,0,0,0,1,1,2,0,0,1,1,2,E01003776
2022010353923,2022,010353923,515217,184688,-0.339713,51.549331,1,3,1,3,09/01/2022,1,18:15,-1,E09000009,E09000009,3,4127,6,30,6,2,6,0,9,9,4,8,2,9,0,1,3,2,E01001307
2022010353933,2022,010353933,532046,187506,-0.09608,51.570971,1,3,2,1,10/01/2022,2,07:55,-1,E09000012,E09000012,3,105,6,20,6,2,3,503,0,4,1,1,1,0,0,1,3,2,E01001813
2022010353937,2022,010353937,544951,190612,0.091283,51.595712,1,3,1,1,09/01/2022,1,14:00,-1,E09000026,E09000026,5,0,6,20,0,-1,0,-1,0,1,1,8,1,0,0,1,3,2,E01003699
2022010353938,2022,010353938,536252,197014,-0.031736,51.65541,1,3,2,1,10/01/2022,2,13:00,-1,E09000010,E09000010,5,0,9,20,0,-1,0,-1,0,9,1,1,1,0,0,1,3,2,E01001438
2022010353941,2022,010353941,528605,173749,-0.150715,51.448135,1,3,1,1,10/01/2022,2,15:30,-1,E09000032,E09000032,6,0,6,20,6,4,6,0,0,0,1,1,1,0,0,1,1,2,E01004474
2022010353944,2022,010353944,521863,188275,-0.242668,51.580173,1,3,2,1,10/01/2022,2,17:30,-1,E09000003,E09000003,3,5,6,30,3,4,6,0,0,0,4,2,2,0,0,1,1,2,E01000313
2022010353945,2022,010353945,545439,175186,0.091959,51.456978,1,3,1,1,10/01/2022,2,16:22,-1,E09000004,E09000004,6,0,6,30,9,4,6,0,0,1,1,1,2,0,0,1,1,2,E01000410
2022010353946,2022,010353946,530440,173162,-0.12454,51.44244,1,3,2,1,09/01/2022,1,03:47,-1,E09000022,E09000022,3,23,9,30,99,9,6,0,9,9,7,9,9,9,9,1,3,2,E01003137
2022010353947,2022,010353947,530979,175200,-0.116035,51.460631,1,2,1,1,10/01/2022,2,17:51,-1,E09000022,E09000022,3,23,6,20,7,2,3,23,0,5,4,9,2,0,6,1,1,2,E01003176
2022010353948,2022,010353948,537047,185259,-0.02484,51.549587,1,2,2,1,10/01/2022,2,18:10,-1,E09000012,E09000012,3,12,3,40,0,-1,0,-1,0,0,4,1,1,0,0,2,1,2,E01001846
2022010353953,2022,010353953,515381,189009,-0.335932,51.588132,1,3,1,1,10/01/2022,2,08:17,-1,E09000015,E09000015,6,0,2,30,6,4,6,0,0,0,1,1,1,0,0,1,3,2,E01002182
2022010353955,2022,010353955,532184,188666,-0.093653,51.581363,1,3,2,1,10/01/2022,2,17:42,-1,E09000014,E09000014,4,152,6,20,3,4,6,0,0,0,4,1,2,0,0,1,1,2,E01002042
2022010353958,2022,010353958,534623,171644,-0.064965,51.427821,1,3,1,1,10/01/2022,2,18:00,-1,E09000023,E09000023,6,0,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,2,E01003331
2022010353963,2022,010353963,526800,184137,-0.172946,51.541897,1,3,2,1,10/01/2022,2,19:40,-1,E09000007,E09000007,4,509,3,30,6,2,3,41,0,5,4,1,2,0,0,1,1,2,E01000963
2022010353964,2022,010353964,517473,190155,-0.305365,51.598,1,3,1,1,10/01/2022,2,20:05,-1,E09000015,E09000015,5,0,6,30,3,4,6,0,0,0,4,2,2,0,0,1,1,2,E01002197
2022010353966,2022,010353966,540508,185552,0.02516,51.551369,1,3,2,1,10/01/2022,2,15:00,-1,E09000025,E09000025,3,114,6,30,0,-1,0,-1,0,5,1,8,1,0,0,1,3,2,E01003546
2022010353967,2022,010353967,534561,174287,-0.064853,51.451587,1,3,2,1,10/01/2022,2,18:40,-1,E09000028,E09000028,6,0,6,20,99,9,6,0,9,0,4,1,2,0,0,1,3,2,E01003957
2022010353969,2022,010353969,532425,172982,-0.096063,51.440363,1,3,2,1,10/01/2022,2,18:50,-1,E09000022,E09000022,3,205,6,30,6,2,5,0,0,0,4,1,2,0,0,1,1,2,E01003166
2022010353970,2022,010353970,548920,184933,0.146136,51.543652,1,3,2,1,10/01/2022,2,13:40,-1,E09000002,E09000002,5,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,3,2,E01000013
2022010353973,2022,010353973,517237,190074,-0.308798,51.597321,1,3,2,1,10/01/2022,2,17:10,-1,E09000015,E09000015,6,0,6,30,6,4,6,0,0,0,4,2,2,0,0,1,1,2,E01002197
2022010353977,2022,010353977,525243,181551,-0.196305,51.519005,1,3,1,1,10/01/2022,2,18:57,-1,E09000033,E09000033,3,4207,6,30,2,4,5,0,0,1,4,1,1,0,0,1,3,2,E01033607
2022010353981,2022,010353981,522570,188537,-0.232378,51.582374,1,3,2,1,10/01/2022,2,21:22,-1,E09000003,E09000003,6,0,6,30,6,4,5,0,0,8,4,2,2,0,0,1,1,2,E01000309
2022010353985,2022,010353985,535120,193825,-0.04932,51.627026,1,3,2,1,06/01/2022,5,09:59,-1,E09000010,E09000010,6,0,6,20,6,4,6,0,0,0,1,1,2,0,0,1,3,2,E01001492
2022010353992,2022,010353992,528928,174483,-0.145802,51.454658,1,3,2,1,10/01/2022,2,19:25,-1,E09000022,E09000022,3,24,9,30,3,4,6,0,0,5,4,1,1,0,0,1,3,2,E01003030
2022010353999,2022,010353999,513859,183482,-0.35968,51.538767,1,3,1,1,08/01/2022,7,21:00,-1,E09000009,E09000009,3,40,3,30,99,9,6,0,0,0,4,1,1,0,0,1,3,2,E01001264
2022010354000,2022,010354000,534690,194736,-0.055178,51.635316,1,3,2,1,07/01/2022,6,15:09,-1,E09000010,E09000010,6,0,6,20,99,9,6,0,0,0,1,1,2,0,0,1,3,2,E01001479
2022010354004,2022,010354004,533496,191922,-0.073492,51.610313,1,2,2,1,10/01/2022,2,21:34,-1,E09000010,E09000010,6,0,2,30,6,4,6,0,0,0,4,1,2,0,0,1,1,2,E01032574
2022010354013,2022,010354013,531859,188768,-0.098303,51.582355,1,2,2,1,05/01/2022,4,01:00,-1,E09000014,E09000014,6,0,9,20,0,-1,0,-1,9,5,6,1,1,0,0,1,3,2,E01002044
2022010354014,2022,010354014,532670,180179,-0.08984,51.504981,1,3,2,1,10/01/2022,2,17:51,-1,E09000028,E09000028,3,3,6,30,3,2,3,3200,0,5,1,1,1,0,0,1,1,2,E01003929
2022010354016,2022,010354016,508820,177080,-0.43428,51.482218,1,3,2,1,10/01/2022,2,22:03,-1,E09000017,E09000017,3,437,6,30,3,4,6,0,2,5,4,2,2,0,0,1,1,2,E01002449
2022010354018,2022,010354018,536498,184700,-0.032969,51.544697,1,3,2,1,10/01/2022,2,21:25,-1,E09000012,E09000012,5,0,3,20,7,2,3,106,0,5,4,8,2,0,0,1,1,2,E01001849
2022010354019,2022,010354019,511567,176384,-0.394957,51.475428,1,2,2,1,10/01/2022,2,20:45,-1,E09000018,E09000018,3,4,3,40,1,2,3,4,0,1,6,8,2,0,2,1,1,2,E01002635
2022010354020,2022,010354020,532978,188336,-0.082326,51.578211,1,2,1,1,11/01/2022,3,01:01,-1,E09000014,E09000014,3,503,6,30,3,4,6,0,0,4,4,1,2,0,0,1,1,2,E01002054
2022010354022,2022,010354022,534313,196290,-0.060026,51.64937,1,3,1,1,10/01/2022,2,22:04,-1,E09000010,E09000010,3,110,6,30,6,2,3,10,0,5,4,8,2,0,0,1,1,2,E01001513
2022010354023,2022,010354023,532064,166169,-0.103788,51.379221,1,3,1,1,09/01/2022,1,13:30,-1,E09000008,E09000008,3,235,9,30,3,4,5,0,0,1,1,1,1,0,0,1,3,2,E01001013
2022010354026,2022,010354026,514841,184196,-0.345294,51.544985,1,3,1,1,11/01/2022,3,05:40,-1,E09000009,E09000009,6,0,6,20,0,-1,0,-1,0,1,1,1,2,0,0,1,1,2,E01001272
2022010354027,2022,010354027,535522,198435,-0.041731,51.668355,1,3,2,1,11/01/2022,3,07:00,-1,E09000010,E09000010,6,0,6,30,9,4,3,1010,0,1,1,1,1,0,0,1,1,2,E01001549
2022010354041,2022,010354041,536690,189015,-0.028526,51.583425,1,3,1,1,05/01/2022,4,13:45,-1,E09000031,E09000031,5,0,6,20,3,4,6,0,0,0,1,8,1,0,0,1,1,2,E01004392
2022010354051,2022,010354051,526211,175192,-0.184633,51.461641,1,3,2,2,11/01/2022,3,11:30,-1,E09000032,E09000032,3,214,3,30,1,2,3,217,0,5,1,1,2,0,0,1,1,2,E01004538
2022010354052,2022,010354052,524725,165220,-0.209517,51.37235,1,2,3,2,11/01/2022,3,08:25,-1,E09000029,E09000029,6,0,6,30,3,4,5,0,0,0,1,1,2,0,0,1,1,2,E01004133
2022010354053,2022,010354053,531980,184820,-0.098039,51.546849,1,2,2,1,11/01/2022,3,08:15,-1,E09000019,E09000019,3,1199,6,20,6,4,6,0,0,1,1,1,2,0,0,1,1,2,E01002719
2022010354055,2022,010354055,535575,177989,-0.04885,51.484613,1,3,2,1,11/01/2022,3,09:05,-1,E09000023,E09000023,6,0,7,20,8,4,6,0,0,0,1,1,1,0,0,1,1,2,E01003297
2022010354065,2022,010354065,537128,180113,-0.025674,51.503325,1,3,2,1,11/01/2022,3,13:15,-1,E09000030,E09000030,3,1206,6,20,9,4,6,0,0,0,1,2,2,0,0,1,1,2,E01032782
2022010354067,2022,010354067,541144,190335,0.036247,51.594189,1,3,2,1,11/01/2022,3,12:30,-1,E09000026,E09000026,3,406,1,40,1,4,3,113,0,0,1,2,2,0,0,1,1,2,E01003762
2022010354070,2022,010354070,533914,177117,-0.073088,51.477172,1,3,2,1,10/01/2022,2,17:10,-1,E09000028,E09000028,5,0,9,20,3,4,6,0,9,1,5,8,2,0,0,1,3,2,E01004010
2022010354071,2022,010354071,522432,176503,-0.238548,51.474253,1,3,1,1,11/01/2022,3,09:25,-1,E09000027,E09000027,3,306,6,20,0,-1,0,-1,0,0,1,1,2,0,0,1,1,2,E01003799
2022010354075,2022,010354075,536681,189670,-0.028401,51.589313,1,3,2,1,10/01/2022,2,15:10,-1,E09000031,E09000031,6,0,2,30,0,-1,0,-1,0,8,1,8,1,0,0,1,3,2,E01004458
2022010354077,2022,010354077,534425,187659,-0.061715,51.571784,1,3,2,1,05/01/2022,4,21:00,-1,E09000012,E09000012,6,0,9,20,99,9,6,0,9,9,4,9,9,9,9,1,3,2,E01001824
2022010354081,2022,010354081,527206,171047,-0.171806,51.424168,1,3,2,1,11/01/2022,3,07:29,-1,E09000032,E09000032,3,24,6,30,3,4,5,0,9,5,4,1,1,0,0,1,3,2,E01004526
2022010354082,2022,010354082,512822,180389,-0.375615,51.511176,1,3,2,1,10/01/2022,2,22:34,-1,E09000009,E09000009,3,4020,9,20,6,2,3,3005,0,5,4,2,2,0,0,1,3,2,E01001361
2022010354086,2022,010354086,538801,184186,1.8E-05,51.539517,1,3,2,1,11/01/2022,3,14:47,-1,E09000025,E09000025,3,11,3,20,3,2,3,11,0,5,1,1,2,0,0,1,1,2,E01003619
2022010354089,2022,010354089,533673,189081,-0.072019,51.584741,1,3,2,1,11/01/2022,3,12:45,-1,E09000014,E09000014,3,10,3,30,0,-1,0,-1,0,0,1,2,2,0,0,1,1,2,E01002069
2022010354092,2022,010354092,548500,164788,0.131635,51.362754,1,3,2,1,11/01/2022,3,13:41,-1,E09000006,E09000006,6,0,6,60,0,-1,0,-1,0,0,1,2,2,0,0,2,1,2,E01000680
2022010354099,2022,010354099,542725,188955,0.058495,51.581391,1,3,2,2,10/01/2022,2,12:45,-1,E09000026,E09000026,3,1400,3,40,1,4,3,1400,0,0,1,1,1,0,0,1,3,2,E01003646
2022010354101,2022,010354101,539782,178711,0.011985,51.490077,1,2,2,1,11/01/2022,3,15:20,-1,E09000011,E09000011,6,0,7,20,0,-1,0,-1,0,1,1,2,2,0,0,1,1,2,E01001667
2022010354107,2022,010354107,533451,187563,-0.075797,51.571153,1,3,2,1,06/01/2022,5,23:30,-1,E09000012,E09000012,6,0,6,20,3,4,6,0,0,0,4,2,2,0,0,1,3,2,E01001809
2022010354108,2022,010354108,532056,187466,-0.09595,51.570609,1,3,2,1,11/01/2022,3,17:00,-1,E09000012,E09000012,3,503,6,20,6,2,3,105,0,4,4,1,2,0,0,1,1,2,E01001714
2022010354109,2022,010354109,512927,184787,-0.372694,51.550683,1,3,2,1,07/01/2022,6,16:30,-1,E09000009,E09000009,5,0,9,20,3,4,5,0,0,4,4,1,1,0,0,1,3,2,E01001317
2022010354110,2022,010354110,531902,172088,-0.103916,51.43245,1,3,2,1,09/01/2022,1,11:08,-1,E09000022,E09000022,3,215,3,20,3,4,6,0,0,0,1,1,1,0,0,1,3,2,E01003081
2022010354113,2022,010354113,538093,183285,-0.010537,51.531594,1,3,2,1,11/01/2022,3,17:46,-1,E09000025,E09000025,3,11,6,30,3,2,6,0,0,0,4,2,2,0,0,1,1,2,E01033579
2022010354114,2022,010354114,538283,180694,-0.008816,51.508265,1,3,2,1,04/01/2022,3,16:00,-1,E09000030,E09000030,3,1206,1,30,99,9,6,0,9,5,4,1,1,9,9,1,3,2,E01004219
2022010354115,2022,010354115,538280,179743,-0.009232,51.49972,1,3,1,1,11/01/2022,3,14:35,-1,E09000030,E09000030,3,1206,6,20,1,4,5,0,9,1,1,2,2,0,0,1,3,2,E01004221
2022010354116,2022,010354116,552377,189768,0.198044,51.586171,1,2,1,1,11/01/2022,3,16:50,-1,E09000016,E09000016,3,118,6,30,0,-1,0,-1,0,0,4,3,2,0,0,1,1,2,E01002354
2022010354117,2022,010354117,542668,188986,0.057685,51.581684,1,3,1,1,11/01/2022,3,16:50,-1,E09000026,E09000026,5,0,1,30,1,4,3,1400,9,9,4,2,2,0,0,1,3,2,E01003681
2022010354121,2022,010354121,522406,189714,-0.234334,51.592988,1,3,2,1,11/01/2022,3,15:42,-1,E09000003,E09000003,3,41,3,40,6,2,3,41,0,0,1,2,2,0,0,1,1,2,E01000239
2022010354125,2022,010354125,523851,182697,-0.215954,51.52961,1,3,1,1,11/01/2022,3,17:30,-1,E09000033,E09000033,4,450,6,20,3,4,4,450,0,1,4,1,2,0,0,1,1,2,E01000586
2022010354126,2022,010354126,552942,189143,0.205921,51.580403,1,2,2,1,11/01/2022,3,17:31,-1,E09000016,E09000016,5,0,6,30,0,-1,0,-1,0,0,4,2,2,0,0,1,1,2,E01002379
2022010354128,2022,010354128,515671,179744,-0.33479,51.504803,1,3,2,1,11/01/2022,3,15:45,-1,E09000009,E09000009,3,3002,3,20,2,4,6,0,0,1,1,1,1,0,0,1,1,2,E01001252
2022010354129,2022,010354129,531252,186593,-0.10787,51.562952,1,3,1,1,11/01/2022,3,18:04,-1,E09000019,E09000019,3,503,3,30,3,2,3,503,0,5,4,1,2,0,0,1,1,2,E01002734
2022010354130,2022,010354130,512545,171975,-0.382282,51.435607,1,2,2,2,11/01/2022,3,16:50,-1,E09000018,E09000018,6,0,3,50,5,4,3,316,0,0,4,1,2,4,0,1,1,2,E01002605
2022010354131,2022,010354131,534686,193640,-0.055657,51.625468,1,3,2,1,07/01/2022,6,15:40,-1,E09000010,E09000010,6,0,6,20,3,1,6,0,0,0,1,1,2,0,0,1,3,2,E01001429
2022010354141,2022,010354141,552528,185848,0.198522,51.55091,1,3,1,1,11/01/2022,3,19:02,-1,E09000016,E09000016,6,0,1,30,1,4,5,0,0,4,4,9,2,0,0,1,1,2,E01002261
2022010354142,2022,010354142,536946,184080,-0.026754,51.539017,1,3,2,1,11/01/2022,3,19:25,-1,E09000030,E09000030,3,102,1,20,2,4,6,0,0,1,4,2,2,0,0,1,1,2,E01004224
2022010354144,2022,010354144,536545,178154,-0.034825,51.485862,1,3,2,1,11/01/2022,3,07:25,-1,E09000023,E09000023,3,200,6,20,3,4,6,0,9,9,7,1,1,9,0,1,3,2,E01003248
2022010354145,2022,010354145,523882,180117,-0.216414,51.506417,1,2,1,1,06/01/2022,5,13:50,-1,E09000013,E09000013,6,0,9,30,3,4,6,0,0,0,1,1,1,0,0,1,3,2,E01001944
2022010354146,2022,010354146,525050,182630,-0.198703,51.528744,1,3,2,1,11/01/2022,3,19:57,-1,E09000033,E09000033,6,0,6,20,3,4,6,0,0,0,4,2,2,0,0,1,1,2,E01004678
2022010354147,2022,010354147,537501,176075,-0.021874,51.466949,1,3,2,1,11/01/2022,3,17:08,-1,E09000023,E09000023,3,20,6,30,3,4,6,0,0,0,4,2,2,0,0,1,1,2,E01003278
2022010354151,2022,010354151,539267,170012,0.00115,51.412035,1,3,2,1,11/01/2022,3,15:55,-1,E09000006,E09000006,6,0,6,30,7,4,6,0,0,8,4,2,2,0,0,1,1,2,E01000673
2022010354156,2022,010354156,532460,179743,-0.093028,51.501112,1,3,2,1,11/01/2022,3,18:00,-1,E09000028,E09000028,3,3,6,20,3,2,3,2,0,1,4,2,2,0,0,1,1,2,E01003939
2022010354159,2022,010354159,534501,182893,-0.06244,51.528938,1,3,2,1,11/01/2022,3,20:02,-1,E09000030,E09000030,4,118,2,20,3,4,6,0,0,1,4,2,2,0,0,1,1,2,E01004204
2022010354160,2022,010354160,532232,189704,-0.092571,51.590679,1,3,2,1,11/01/2022,3,17:40,-1,E09000014,E09000014,4,155,1,20,1,1,6,0,2,1,4,2,2,0,0,1,1,2,E01002084
2022010354162,2022,010354162,538389,185947,-0.005227,51.555442,1,3,1,1,11/01/2022,3,18:30,-1,E09000031,E09000031,6,0,6,20,3,4,3,112,0,0,4,1,1,0,0,1,1,2,E01004336
2022010354165,2022,010354165,512141,176160,-0.386766,51.473301,1,3,1,1,11/01/2022,3,16:00,-1,E09000018,E09000018,3,3006,6,30,6,2,5,0,0,7,1,2,2,0,0,1,1,2,E01002624
2022010354167,2022,010354167,549464,179094,0.151501,51.491044,1,3,1,1,11/01/2022,3,19:05,-1,E09000004,E09000004,5,0,6,30,3,4,5,0,2,1,4,2,2,0,0,1,1,2,E01000336
2022010354168,2022,010354168,527306,196426,-0.161199,51.652221,1,3,3,1,11/01/2022,3,16:20,-1,E09000003,E09000003,6,0,6,30,0,-1,0,-1,0,0,4,1,2,0,0,1,1,2,E01000166
